measure_name,state_name,subpopulation,value,source
Physical Inactivity,Indiana,,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,New Jersey,,29,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Tennessee,,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,West Virginia,,30,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Alabama,,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Oklahoma,,31,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Arkansas,,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Louisiana,,32,"CDC, Behavioral Risk Factor Surveillance System"
Physical Inactivity,Mississippi,,34,"CDC, Behavioral Risk Factor Surveillance System"
Per Capita Income,Vermont,,34848,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Alabama,,27756,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Missouri,,30900,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Kentucky,,28084,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,District of Columbia,,56176,"U.S. Census Bureau, American Community Survey PUMS"
Physical Inactivity,Kentucky,,33,"CDC, Behavioral Risk Factor Surveillance System"
Per Capita Income,Oklahoma,,28424,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Michigan,,31576,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Utah,,29652,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New York,,39193,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Massachusetts,,43633,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Colorado,,38137,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Alaska,,36449,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Jersey,,42697,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Indiana,,29733,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Idaho,,27917,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Wisconsin,,33338,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Nebraska,,32089,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Texas,,31105,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Illinois,,35834,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,United States,,33978,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Maine,,32389,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,North Carolina,,30557,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Arizona,,30577,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Washington,,38842,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Virginia,,39235,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Connecticut,,44323,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,California,,36835,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Louisiana,,27810,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Georgia,,31002,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Mexico,,26934,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Minnesota,,37676,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Oregon,,33724,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Rhode Island,,35996,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Nevada,,31378,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Ohio,,31470,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Mississippi,,24390,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Arkansas,,26450,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Hawaii,,35517,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Maryland,,42029,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Tennessee,,29735,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Wyoming,,33246,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Montana,,31023,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,New Hampshire,,39798,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Iowa,,32235,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,North Dakota,,36054,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,South Carolina,,29315,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Florida,,31447,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,West Virginia,,26487,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,South Dakota,,30651,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Kansas,,31683,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Delaware,,35431,"U.S. Census Bureau, American Community Survey PUMS"
Per Capita Income,Pennsylvania,,34223,"U.S. Census Bureau, American Community Survey PUMS"
Cancer,Texas,Male,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Alaska,Male,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Hawaii,Male,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Utah,Male,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,District of Columbia,Male,4,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,North Carolina,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New York,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,North Dakota,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Idaho,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Nebraska,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Georgia,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wyoming,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Colorado,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,California,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Mexico,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Louisiana,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Vermont,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Jersey,Male,5,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Tennessee,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Virginia,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,United States,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Illinois,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Mississippi,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,South Carolina,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kansas,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Oklahoma,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Florida,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Indiana,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Pennsylvania,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,West Virginia,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Massachusetts,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Arizona,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Missouri,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Montana,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Washington,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Iowa,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Nevada,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Wisconsin,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Connecticut,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Arkansas,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Rhode Island,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Maryland,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Minnesota,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Ohio,Male,6,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Kentucky,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Utah,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Delaware,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Oregon,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Colorado,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,District of Columbia,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,South Dakota,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Michigan,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Alabama,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Colorado,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Alaska,Male,7,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New York,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Connecticut,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,Maine,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,California,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Utah,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Hawaii,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Alaska,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Cancer,New Hampshire,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New Mexico,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,District of Columbia,Male,8,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Wyoming,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Minnesota,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Idaho,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Virginia,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Wisconsin,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Massachusetts,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,North Dakota,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New Jersey,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Montana,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Minnesota,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Nebraska,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Maryland,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Wyoming,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Washington,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,North Dakota,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,New Hampshire,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Texas,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Illinois,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Oregon,Male,9,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Massachusetts,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Wisconsin,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Georgia,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Vermont,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Vermont,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Nebraska,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Iowa,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Iowa,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Montana,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New Jersey,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Washington,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Oregon,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Nevada,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Idaho,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Kansas,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Rhode Island,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Hawaii,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,South Dakota,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Smoking,Utah,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Arizona,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,United States,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Delaware,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Hampshire,Male,10,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Rhode Island,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Kansas,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Virginia,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Louisiana,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,United States,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Pennsylvania,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Michigan,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Illinois,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Nevada,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,South Dakota,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Georgia,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Jersey,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,North Carolina,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New York,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Connecticut,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Pennsylvania,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,California,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Texas,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Missouri,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Arizona,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Hawaii,Male,11,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Georgia,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Maine,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Maryland,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Connecticut,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,New York,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Maryland,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Florida,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,New Mexico,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Michigan,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,South Carolina,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,North Carolina,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,California,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Oklahoma,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nevada,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Indiana,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Nebraska,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Florida,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Iowa,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Florida,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Cardiovascular Diseases,Ohio,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Colorado,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Missouri,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Diabetes,Ohio,Male,12,"CDC, Behavioral Risk Factor Surveillance System"
Depression,Arizona,Male,13,"CDC, Behavioral Risk Factor Surveillance System"
Depression,South Dakota,Male,13,"CDC, Behavioral Risk Factor Surveillance System"
